,QC_neg_1.mzdata,QC_neg_2.mzdata,QC_neg_3.mzdata,QC_neg_4.mzdata,QC_neg_5.mzdata,QC_neg_6.mzdata,QC_neg_7.mzdata,QC_neg_8.mzdata,QC_neg_9.mzdata,neg_1.mzdata,neg_2.mzdata,neg_3.mzdata,neg_4.mzdata,neg_5.mzdata,neg_6.mzdata,neg_7.mzdata,neg_8.mzdata,neg_9.mzdata,neg_10.mzdata,neg_11.mzdata,neg_12.mzdata,neg_13.mzdata,neg_14.mzdata,neg_15.mzdata,neg_16.mzdata,neg_17.mzdata,neg_18.mzdata,neg_19.mzdata,neg_20.mzdata,neg_21.mzdata,neg_22.mzdata,neg_23.mzdata,neg_24.mzdata,neg_25.mzdata,neg_26.mzdata,neg_27.mzdata,neg_28.mzdata,neg_29.mzdata,neg_30.mzdata,neg_31.mzdata,neg_32.mzdata,neg_33.mzdata,neg_34.mzdata,neg_35.mzdata,neg_36.mzdata,neg_37.mzdata,neg_38.mzdata,neg_39.mzdata,neg_40.mzdata,neg_41.mzdata,neg_42.mzdata,neg_43.mzdata,neg_44.mzdata,neg_45.mzdata,neg_46.2.mzdata,neg_47.mzdata,neg_48.mzdata,neg_49.mzdata,neg_50.mzdata,neg_51.mzdata,neg_52.mzdata,neg_53.mzdata,neg_54.mzdata,neg_55.mzdata,neg_56.mzdata,neg_57.mzdata,neg_58.mzdata,neg_59.mzdata,neg_60.mzdata,neg_61.mzdata,neg_62.mzdata,neg_63.mzdata,neg_64.mzdata,neg_65.mzdata,neg_66.mzdata,neg_67.mzdata,neg_68.mzdata,neg_69.mzdata,neg_70.mzdata,neg_71.mzdata,neg_72.mzdata,neg_73.mzdata,neg_74.mzdata,neg_75.mzdata,neg_76.mzdata,neg_77.mzdata,neg_78.mzdata,neg_79.mzdata,neg_80.mzdata,neg_81.mzdata,neg_82.mzdata,neg_83.mzdata,neg_84.mzdata,neg_85.mzdata,neg_86.mzdata,neg_87.mzdata,neg_88.mzdata,neg_89.mzdata,neg_90.mzdata,neg_91.mzdata,neg_92.mzdata,neg_93.mzdata 
mz2823,36343.76368,33016.89656,41093.6943,43485.85663,41741.77981,45731.8107,47359.22719,46288.40545,50854.93787,50838.38085,8861.533603,28572.74578,75663.19797,21263.42953,41201.56711,48142.00464,41545.74512,31162.30826,34740.35084,55415.51762,26235.37734,35000.93625,11865.76131,24409.74448,24366.43146,42706.71978,25282.50844,24207.69914,25307.70366,32016.30482,16442.26412,21706.33506,22594.05188,36411.37172,48517.1969,61276.01209,85365.84164,177790.8565,54335.16105,453161.9261,20000.72018,19196.22694,42113.46727,43906.33125,2419.303827,8714.250352,11704.07778,16806.90497,22095.44823,2084.872031,22693.94414,16443.59974,27715.89516,9413.130646,15342.07244,203006.8193,0,21177.07306,123777.4665,19742.42384,18363.66094,34906.38329,29205.0375,34665.75627,2948.530654,8772.990534,18315.69328,32186.95612,16229.25726,34839.14602,41082.34289,75587.03409,84645.19764,48781.52578,58330.46784,79854.85561,87226.37135,2706.440098,34752.34712,30549.28704,28991.70844,34528.82813,33793.56391,26394.36285,43042.8798,102683.541,33468.08956,26177.04984,28449.08297,67352.49914,29294.67586,32149.68579,36522.62495,47006.49844,36276.89003,35039.92113,36694.92045,51209.98828,59217.1762,42185.26708,42514.3718,73982.35627
mz2824,29865.01578,31243.37457,29408.05724,23977.94369,21574.08958,18146.66288,16337.28794,13972.29663,12272.7048,51053.56268,33942.11288,23857.75115,30098.18132,46668.6153,45654.23805,1109.264113,36278.74185,35611.17926,38482.54608,15954.12496,16996.70915,4273.798398,19424.18764,17954.72861,17811.71768,29022.74834,20182.8256,10555.71643,16579.91036,12942.75076,12511.39738,19589.08496,24144.81625,82155.11667,20453.28888,16323.22503,34522.61007,41403.46652,1044.522403,31792.22566,57816.13197,25228.44988,20982.81441,3049.319473,24265.27718,3048.785283,9462.77529,779.6529053,33565.48926,20434.49533,12543.30847,7533.707571,15538.83232,3433.629492,11518.73838,1840.095461,9381.952039,26663.27879,19593.70415,4794.084564,16770.68208,4928.384424,4277.083271,2398.648019,8888.2058,38361.03916,13946.219,3273.31415,60067.59225,23306.34544,6454.864135,38673.51224,42499.22416,52988.63705,11946.69437,17042.4662,22257.90964,54909.96988,10771.19954,972.9382673,27727.0359,34738.31333,12947.08995,14541.55138,6446.56682,24022.59604,5009.835878,13969.88482,14036.88047,13292.10487,14396.97974,12492.89478,13816.34339,83701.2481,25112.04256,54189.64485,8406.411703,15382.41303,69886.20243,19660.92886,290.9321407,17564.17639
mz2825,6816.412722,6058.679707,9012.289365,8290.681587,8216.73139,6340.551445,9092.773711,10608.8098,11855.25204,4503.349336,11568.61233,4058.525418,6134.461173,8148.091418,5672.156511,4033.606454,1776.803487,8420.006748,15453.30143,3984.590438,3998.002037,7666.192936,8676.110577,5802.45171,2725.196022,4578.977768,4209.809941,10065.95973,4601.791339,9910.008579,9463.354557,7822.79918,4480.569536,6788.576563,737.4613361,6506.162461,0,1840.686623,5829.8918,4119.813528,1868.028538,20004.91835,9763.001334,11436.05118,13983.71338,21357.53472,10641.1046,4393.503457,6053.452322,23577.78337,38000.56614,14480.60066,8381.377969,25019.00562,14864.68328,7399.87646,11036.66839,11052.83057,20351.63294,4962.923704,6548.287178,10770.19383,11385.24823,9871.472458,13196.8783,12196.2201,6915.703301,11779.21354,5829.351923,6014.027056,3093.146787,2441.50247,8979.788818,5952.56514,19953.68786,6921.173511,13679.24959,3123.030073,7400.384382,6808.054395,8234.235879,3937.310344,7716.528608,5516.906301,6324.865721,7546.333425,3695.748674,6347.855718,12026.18657,6826.516893,9380.20919,26087.89116,11982.66644,5457.942791,4026.522127,5962.125586,2459.041201,8278.934378,1403.327939,8080.662238,4574.609062,4945.688379
mz2826,3214.926502,4144.226719,3147.319618,4184.170543,4803.453355,3644.306411,4871.20274,4498.374509,5117.887693,4242.297763,5955.543168,5601.051044,5854.922266,4121.579145,4790.886849,3209.757032,2813.816104,5008.700215,5284.769572,2883.176095,10786.88912,2301.708322,3041.817668,3251.555467,2432.175974,3966.356008,3373.245278,2150.020957,4294.164375,2608.269817,1740.752594,3399.189306,4411.212276,3775.080337,2904.348809,6128.397343,3266.331861,8141.894507,2177.831879,5465.524764,3595.32769,4105.860127,4355.897353,8033.981458,6275.004023,5751.172728,7347.250837,1412.430756,3594.43222,3900.476952,8531.235817,504.7326659,12115.53085,2426.610958,2431.415029,5805.680548,3391.826914,5879.276004,4326.217661,666.9390743,11338.44897,1814.71213,2357.456547,4080.147985,2664.876445,6537.351114,8037.276359,5219.334231,2772.443869,3695.352873,3157.65459,2492.611969,5903.257007,1943.989198,7679.749143,2218.732865,4973.221519,2154.543809,4200.859541,2650.066333,2534.909936,2757.414858,1233.902991,5593.775565,2309.151342,2166.334961,3990.001436,2655.613142,3398.007088,3284.790257,6230.112129,4179.709751,2129.452698,4604.972256,2937.179323,5241.091099,7627.225016,5625.101209,2987.070295,5508.283748,1386.548945,3302.253356
mz2827,3789.22389,6437.59685,6251.953348,5490.551772,3187.899558,7150.826189,6462.942173,4211.240131,6433.219518,5482.596148,4169.863566,10290.20931,6509.34722,4679.978273,4416.109623,5766.172852,5303.31703,6065.122489,3447.292556,7719.268616,4673.612665,3718.77274,4726.088869,3730.74328,4742.748421,6179.330791,5877.795038,4316.574003,3298.616046,5753.188304,4100.38863,4595.467645,5297.748615,4638.973967,2742.821595,6980.147605,7021.245581,7514.701151,6667.015545,7034.460703,3974.599298,2440.695547,28306.84218,6506.295495,4779.148532,4120.797822,3561.961122,3782.385973,2849.083241,3307.130243,4040.595922,2377.460756,4085.153734,3188.355151,3046.126398,2886.545479,2604.726197,4083.816302,3868.096838,3126.618265,4254.848723,6157.572875,3735.875378,5469.342415,3320.808822,4955.245347,2315.650459,5522.848742,2669.343336,4206.152344,9951.779004,9828.961334,5732.978028,5751.582591,7996.981204,5160.939098,10135.94256,7062.681754,5126.744696,3530.653582,4376.172823,4319.399236,4358.962686,5639.105625,5638.142648,17544.71031,6778.039638,4537.929755,6086.082764,8363.662031,3637.285078,6441.727291,5402.197283,5560.158183,6216.144878,8923.337798,3569.021063,6518.608945,7324.698036,5138.3155,2830.608223,7955.907614
mz2828,11113.18864,14270.53809,17670.77571,18881.3707,18923.0859,16213.67433,20990.68063,18485.31199,12130.51593,12253.27526,16690.05725,14814.08982,23128.29146,23683.56748,21900.72725,21043.41007,20112.50204,25787.99527,15268.2944,11626.67012,22336.18496,8636.814315,22948.39261,21979.30614,15550.14528,19133.10259,5378.257969,11440.44528,22065.06694,10486.49354,19335.06366,20112.75723,21138.17964,10646.73135,17086.75065,21783.83953,16440.85679,18654.79611,14834.22695,14752.01869,14758.06709,16069.94428,21537.94166,20980.08591,16484.80708,22514.30396,10170.67849,14235.45029,16620.05043,21995.35522,20298.89485,7059.058199,15253.7931,16405.93431,19642.29034,20743.74378,9834.821974,19686.44281,19965.33049,5225.834297,20417.85315,12994.52422,18089.7875,13854.07825,18842.8496,16851.1304,14961.72675,15106.65488,13120.94085,4858.177419,13769.31429,3793.857101,15063.49417,12852.86559,22900.28124,18262.90733,22174.88083,10168.95696,20147.23459,23117.53353,15238.731,15321.98305,16071.96171,19848.36303,15657.12397,17212.86825,14485.31519,16039.75243,19674.76062,16535.28188,19520.48481,17668.5911,23103.02028,17927.98362,15775.88839,17179.64664,7078.780258,17051.31811,13127.37854,15148.96171,17141.22748,13203.20987
mz2829,7783.844694,2976.278636,5521.269488,7703.822935,11305.66713,7842.437539,10843.34999,18649.05162,14408.03888,282.0928835,5655.642534,648.8866513,3412.323239,1216.943199,5584.161979,1357.925264,4186.046826,2848.791081,1907.093024,0,3204.239365,347.8537119,105.6660071,599.9157892,2152.272746,873.2758646,463.0223944,447.1822753,1172.717096,0,260.9166627,580.7462915,1719.782692,6798.109466,0,14623.27121,6599.946075,4757.3541,1369.707553,5799.194449,2763.847552,130.3535471,239.0987599,0,364.9841224,6158.15501,303.3512184,236.4545116,1115.607916,0,142.7758707,0,0,760.4630518,227.1363314,4283.10453,0,861.2677494,265.4885732,187.5190086,0,341.9728727,113.9491986,3481.709648,148.7543214,736.4794005,598.8243256,2877.590127,630.4907459,132.4639145,145.6880648,8606.279199,42329.60536,7969.168502,53639.73705,11920.51311,68312.14485,1446.862521,28104.53396,35018.52281,49576.22122,7927.324865,4710.753391,13434.15183,4606.670252,19766.37779,38373.13444,59964.8461,30417.3319,8528.570626,2466.992241,8083.886985,4860.063694,6718.214656,8396.458831,86688.52269,5772.843459,33032.77457,2954.412845,67081.11513,35743.22815,57340.40908
mz2830,13730.39263,14509.82185,13531.73632,14444.7241,13983.79814,17039.59427,12241.04276,12480.21348,14672.43173,11386.36594,29906.5474,7179.888209,8886.210293,5235.16998,3807.535385,22110.64431,22071.95319,27919.92041,5316.899557,5079.566994,8960.106001,5205.025429,9279.314152,8281.667896,15424.99363,12043.00181,6334.360312,3377.735266,14004.57081,6693.498164,4318.105399,9733.792851,25134.19309,12598.28451,11347.21321,9868.648042,10590.89639,5630.463379,26068.62138,32987.03804,11525.23342,12420.85214,23951.32141,11402.19687,10951.64182,7611.918218,2273.002867,32336.62082,41767.16344,37218.33096,4497.008087,2014.613535,8653.823789,2697.786256,7271.078502,21798.57828,25284.81067,34156.9704,7040.541242,6327.512108,12519.79865,6857.399504,16934.99207,7826.911309,24945.82213,21222.9861,19765.58286,14581.3446,7286.272687,9859.847359,63437.83844,48217.29526,25244.80279,5045.021295,22528.8477,4129.770791,9799.816947,3456.093867,3440.847187,20739.77292,24336.20353,16059.32375,2953.722677,6600.968343,6284.51469,3797.1,24701.52332,6614.674426,10688.94912,7079.335759,16339.52944,12699.2236,8031.292072,13462.20607,13671.49656,12075.70215,13157.85426,14667.10837,10025.98312,8042.228878,16515.52781,27136.55178
mz2831,21986.27437,8751.858622,18543.79143,16160.06068,17431.30175,14800.73754,18199.40651,18952.821,20993.12872,16787.03105,15670.88945,5750.295372,27425.36059,19161.1629,28869.0844,10882.38697,12943.49562,20014.8804,24710.59958,17029.60359,26070.57772,24791.06403,13585.5639,17160.70404,11356.64801,2463.762891,25717.6763,14181.18408,24897.60728,23620.76889,17491.18543,17040.58107,7971.418682,18207.38499,2945.607832,26446.30147,19381.39986,21911.59105,14111.85278,13878.58416,19096.43063,21286.39267,15022.50968,6117.893646,26267.2637,21256.82139,30887.72059,13075.15107,15334.47807,22279.87554,25113.75606,22568.41629,18039.41731,24103.82127,17107.24002,21820.0434,9621.520666,14325.27645,23777.01741,14157.01827,20742.74712,18627.43371,16097.40616,24076.07093,8442.114082,20471.27839,3935.886887,24011.32602,20069.22422,25377.18616,12872.06088,10530.14629,20226.44195,16533.35834,10255.41455,4165.207266,17972.21484,19982.85813,33263.0447,13293.66414,15248.39887,16122.14338,17230.59914,19314.18043,22954.76855,19470.71848,7871.245664,6088.039945,23320.55198,19920.57614,15334.45843,15726.33988,17853.06428,13792.88375,6794.35527,11647.72078,5996.122515,19759.52593,18876.8117,20352.17657,10687.01354,13719.37331
mz2832,25057.1753,28396.48266,28613.7048,31382.85141,30701.45215,32495.96609,36017.88287,36268.92926,34574.17664,22887.74607,31256.39473,25557.65432,38762.47284,35651.89104,54341.84437,27349.19353,18453.98027,34219.00603,41967.25172,33368.4969,19294.10437,23911.81477,38389.546,28510.00676,25612.37778,22212.48645,23098.10655,49075.31191,19776.25945,17768.11685,33923.4552,27341.59323,27071.4247,25986.97207,11356.55702,27477.38406,0,21606.68085,18923.49469,14503.89045,15856.1468,56429.11055,39155.72027,37611.32953,30364.83039,40287.49734,51976.94977,19813.42723,28757.06708,49933.53857,59043.62121,66781.24698,32618.41234,47031.85584,50559.80543,37336.31573,38530.82508,34209.80996,38521.10531,36977.58322,26446.9275,29821.74393,34694.50406,35335.88184,47665.39568,50522.7142,22129.57102,43487.71831,21944.01411,32360.27789,13555.67954,14021.13117,28267.52103,22044.21,42462.43507,20821.06587,42549.96211,12766.36568,40614.83614,28084.37838,25730.84144,13830.16969,41436.37992,22486.1631,31969.47023,32160.55709,29405.89029,27545.5807,40082.40738,44792.98324,28469.63016,45991.80905,45813.33162,14333.00109,20963.08585,28966.58368,13526.09405,38331.40509,8878.672443,49261.88446,18297.73247,32476.53617
mz2833,52613.87134,51326.66643,48109.40782,35952.65578,31113.67976,29295.35906,20647.69697,22153.49264,15433.02237,63623.56625,13946.86185,20954.65916,39895.77388,14806.96816,17150.55036,22360.6638,40368.09679,16750.12199,16860.77555,43096.06278,24659.95403,34653.16162,19002.0539,9556.728691,28855.64556,25147.31122,32865.99941,28102.48199,23193.38776,86840.09461,16846.88892,15412.91811,32005.84052,30649.42656,44349.41986,26909.20885,53049.90503,32616.80067,28472.35213,38644.49705,43653.92924,21128.37371,15880.21622,29832.35092,41748.20743,31459.37095,24871.69402,78263.9045,45298.20879,24199.93068,19921.9926,47294.07897,25234.6707,23476.16479,20044.57079,18315.38145,26261.31342,17099.96348,19638.0255,46633.09409,31387.825,39236.53266,32219.03004,17382.38462,20922.50387,33584.38546,34182.78006,35499.45797,67029.78046,89249.3773,99213.44306,151763.0584,40278.63112,37271.46663,7138.897512,24072.791,27901.87886,61886.88378,19853.73825,19977.68397,37391.1321,48261.23954,35557.5404,20634.89305,26870.40339,31123.5289,28185.87659,7494.89851,18501.89701,31005.85285,36647.09418,40576.56408,23116.29706,30766.48132,27336.98883,31436.3401,41965.22808,41498.55597,54513.00105,17351.09016,28237.41486,35273.96341
mz2834,4874.585742,9600.740667,8571.37043,4972.936699,6914.852333,8006.389438,6105.166787,5311.433438,6231.112255,8044.844813,12961.41831,5528.815694,4369.332066,2752.699927,2479.203095,9700.306582,9324.352349,12296.87162,3706.847748,2619.088013,6237.967368,2790.899079,8021.62956,5353.101978,15255.25661,8475.741444,6026.34921,2144.857476,7957.252807,4707.250004,5537.427165,4008.116574,11745.49493,5320.916765,16127.56321,4963.887861,3633.97225,5684.559072,11419.10368,4020.197479,10126.09654,5438.515038,9928.408039,14224.34631,4485.493708,2536.082737,1797.276887,10792.63309,7823.926292,6968.322949,4060.776548,1818.032448,5984.25709,2014.707043,3939.033965,5368.655566,10168.80087,15600.72532,5156.324184,4109.174371,6461.800431,4680.913213,5811.950374,8623.456636,11584.27389,6257.816082,19051.32878,6054.556828,3194.122513,2067.946626,4751.031694,10598.86125,8581.910964,3927.099713,10956.5127,3427.690111,3445.125071,3574.445915,2079.026019,4648.845303,8210.372812,9438.022472,506.6048199,7075.540241,2728.385583,4669.118796,11282.96359,8811.838312,7870.571496,3715.742822,12723.33419,5325.161631,5102.766612,4623.566335,14541.42137,5877.395029,10576.40625,3215.632852,2831.75109,5759.260456,3902.660596,7810.472903
mz2835,174575.1343,186280.5855,134339.3419,130390.0199,245495.3132,150864.4193,112481.8397,103910.5052,183809.9009,107946.8538,49816.91572,165274.6472,91533.6589,158699.706,104774.8219,94167.28874,92606.35547,95121.7477,195237.6519,361762.0266,145670.5021,140727.746,136810.0314,167892.9157,124328.0558,78558.41328,103408.438,176038.4693,117005.2635,244637.9681,89640.44432,156006.0809,115990.3785,48077.38009,182527.34,138813.1231,123026.2399,238776.6707,171453.1527,138959.9795,106891.8737,145843.5764,423505.0067,183374.9144,152529.3932,213116.4367,288959.0739,141741.5235,180369.5255,107353.1939,156370.9164,317982.3335,184059.68,253500.9014,186644.8391,240634.3192,151065.6227,71727.22002,106585.4985,318959.1831,170870.4219,395257.5265,161528.7746,181158.8632,120654.3516,145778.6562,232303.8478,217194.4959,240406.086,227980.0776,180036.8177,207062.2823,84245.21338,110850.4409,25850.10458,127240.406,47216.28787,152076.1789,145584.8075,68396.83501,80064.06063,99273.54771,376710.1529,120303.7572,327842.0658,96027.18375,67016.86554,32232.95296,185132.3305,284032.7497,115096.7011,191458.1936,99472.81208,143656.4144,75605.19105,66187.92135,159891.1443,99206.06022,148766.8677,105065.2425,49996.48013,156431.8744
mz2836,7922.661087,6535.466308,9225.919312,9819.259847,9840.447541,10852.40749,16755.69164,14988.28787,10033.42373,9096.165561,11200.4484,21632.91395,10247.46933,15166.06109,13762.00505,13777.48718,5517.674367,11772.09253,11540.9169,11329.06985,14910.30123,11853.93202,10158.97052,16941.59714,7379.242717,13777.36793,10888.60346,8500.710408,15026.45965,15343.87533,7509.797722,16162.02782,11227.00357,9075.464766,18593.00033,7736.357777,10958.92176,13467.09053,6467.734859,6915.046371,7511.868438,9803.602377,11957.3739,28280.69814,9630.092301,17981.52674,9725.572067,8026.926734,5759.968625,11725.34598,11781.32096,4516.966464,20308.56026,10270.99407,7332.839213,13753.06693,9025.047353,9323.825594,9235.929008,4504.085039,12126.64081,12096.06597,6569.291048,8836.801812,6321.343731,12154.43354,24547.10167,7900.04107,8268.018378,9036.155186,7221.199495,7263.487732,16105.88402,7591.343778,22796.89778,20203.56132,10293.74774,9181.94667,7281.680098,11402.95182,6475.147751,8300.099547,8094.958631,6994.939773,11240.28954,3342.440612,8408.299073,5064.665153,9989.559817,10546.23804,4509.531539,12795.13333,7146.443146,12913.38982,6390.00334,11331.50749,17921.10665,3465.149121,7546.38924,9221.084678,5936.540614,3480.042949
mz2837,5246.311917,6971.781486,6111.580491,4803.95733,3910.581202,6113.179466,4558.267344,5618.066032,4477.557393,8060.074426,7978.006363,3512.701034,5299.910831,4782.777165,3577.525803,8868.449198,3732.718433,4873.977198,3768.759053,7281.857984,2731.201758,3886.137555,2804.070645,4270.659684,3579.643683,6225.364986,5341.734586,4412.658149,3676.703408,4618.632284,3569.105391,5418.298037,2826.567848,4781.87127,2499.058007,6424.868474,4940.874871,3409.090121,13459.69113,6777.368352,3820.346265,3375.960735,7152.563181,3411.254396,3365.565603,3666.237702,2533.63563,13298.8284,6474.153593,5852.495078,3174.636389,4880.729066,3742.13437,3387.896221,4736.324165,4682.7854,3534.731453,8217.656474,3280.020056,5377.543127,3084.164824,4639.241877,9884.473336,4299.119496,3303.793154,7997.989014,3160.830358,9685.279705,8527.172444,4655.956824,25035.92007,9060.715835,4761.241327,2820.430781,6017.414575,4396.938769,4705.228914,6115.165859,2415.678939,5556.96265,4706.98504,4041.347047,4004.609323,3751.175914,3432.903253,4657.398923,2314.959681,2476.255078,4186.38837,5409.044797,4499.315449,3039.612783,7957.529462,6206.560069,2994.789636,5387.904504,3926.315747,7274.531792,9303.735726,2926.553188,9179.298898,3723.673596
mz2838,3962.937422,20257.56891,22274.88486,19683.7282,23731.50488,21043.78624,28110.84117,25747.42242,25816.78951,28401.77051,10108.91963,21275.895,33201.05169,8614.649846,11713.58306,19819.14767,35448.12535,33770.98219,6935.227615,77360.94416,15350.4493,28997.00461,8927.562552,13924.25602,12541.89773,25730.24297,7714.938636,17032.20797,11051.097,51655.60763,9829.166561,19462.70648,15125.65359,45371.03549,18356.54511,28282.60963,58085.90889,116371.5078,62966.91921,166076.8338,5416.441376,3515.930158,39620.34773,0,0,0,0,8511.674212,19473.71834,5196.311611,6800.340578,5051.949493,17386.55508,1513.922277,5448.712357,13365.71156,0,17016.53085,16725.84047,2512.13347,7645.024303,22031.00249,13326.9825,12036.70932,0,9536.465602,5282.56717,25232.77814,12395.63047,22774.55391,29789.91727,33282.285,24216.42781,19013.32477,28965.37104,11847.72098,26173.2007,84398.39714,15171.00804,5949.979732,8710.031058,16262.39227,11536.12825,12241.61299,29549.54509,18207.46031,8773.683882,14550.5168,12739.87055,12888.46832,26751.55699,5901.11417,20324.99081,14799.70313,9340.589537,6405.631047,5420.345765,20708.29594,16644.13266,14325.25213,23295.4997,39957.70642
mz2839,89876.44383,96208.02239,92681.80523,98510.77172,90905.06641,102856.346,88244.00755,80944.03405,96022.34238,96819.3384,122602.8031,60611.24643,46060.8617,47380.08871,26357.67196,142054.8652,257378.7207,105577.6146,40301.1811,40831.80006,78228.55953,56564.03936,113587.8071,87877.50524,172460.467,162128.4499,89614.60943,66126.49879,112066.2635,104049.5027,99846.13192,75938.93942,182274.9975,85003.46067,132931.0859,62737.965,68368.97109,56095.60526,127878.7533,309743.3936,128700.5198,50535.89025,80569.42842,72803.76627,41334.00838,68045.84822,47533.35879,128084.8327,129576.2837,102816.8363,56409.78715,39537.17591,78350.8719,34051.6014,54792.94353,70905.69677,172779.8831,113719.9631,60878.93621,52725.1385,90499.49208,59433.96496,107727.5417,90073.66875,191154.9368,84415.56725,99718.19965,76299.22734,58678.2712,44361.62366,189074.4076,146984.4148,75968.6148,61232.36592,106808.2352,52403.07549,46221.39918,46872.24777,39732.82463,103280.892,97701.78574,100556.9891,22708.39008,73383.45168,41587.44906,79931.1927,168893.977,103962.2468,54290.58467,49763.77695,162235.432,63766.09795,74843.42883,83526.19047,189827.1997,62326.80224,97357.61461,64255.61329,40226.37586,55859.30694,115338.0874,202628.6483
mz2840,16204.48104,14465.12719,17146.46798,17285.87668,15552.34878,17212.25733,17757.8534,17329.50408,15728.13417,16820.30889,13670.43598,21273.85227,17503.83082,15364.20827,19356.89513,13611.39246,15144.82307,19791.80206,14663.77525,7781.168262,34565.28936,19809.8199,14019.42949,15081.02997,14812.98469,18308.57729,16650.33293,8016.711469,34988.51947,14895.43286,11008.59486,16395.60083,16564.70327,13589.8107,17328.57822,13014.63113,10550.48139,17881.84453,13643.05951,15309.7609,15285.35209,15330.52685,16261.18535,18063.39387,16561.07063,16660.26813,18491.80134,11891.85368,15133.45407,17451.46131,15114.78948,7717.584155,28397.49416,15116.81326,9112.188071,16161.88964,16675.72234,17911.21646,16744.33642,8877.931016,30714.3274,15904.10787,10126.13874,14092.779,13450.73912,16628.13594,17119.39684,15967.7274,12534.56111,18771.33317,13706.56938,15811.18451,18959.77498,16523.07757,17528.93811,21269.61273,16386.97558,13933.14113,19935.0726,12404.82161,18449.05981,18772.01248,8324.970592,42146.91817,24553.58979,12041.52167,16404.67075,12618.88197,13613.28742,11612.56775,36589.84896,17855.32691,12240.06838,14921.78881,14134.86176,16382.33905,18406.74577,16928.7876,14327.08272,15296.06912,12871.89884,17458.37271
mz2841,5584.691715,9586.694897,8967.98125,8843.883398,9217.352657,8896.25961,7713.623789,10501.58091,12574.88369,11921.13609,4138.201257,10652.30607,6691.931016,9035.162367,11646.63143,9806.78392,4535.547124,8774.461143,12847.92059,7722.772766,9338.566894,10207.75421,12798.9842,11062.19064,10807.94223,6424.589309,10962.12952,12270.52277,5592.90447,10660.24867,14642.44604,9127.54359,9581.075674,8982.064805,9186.154595,6167.993212,5899.270398,8659.390968,10197.42874,5136.340137,8157.243457,10215.29599,5666.291452,12474.01407,7926.751659,9943.047409,7940.795684,9397.146855,5252.231579,10379.03013,13255.19136,10889.59535,9990.935845,14511.78411,9102.699013,9823.87793,9091.120166,8611.698311,14321.36004,11252.93754,4965.370995,10304.0951,12449.21464,6529.420986,8246.353037,9818.972787,10419.87061,10491.40532,10610.42645,10743.9584,9386.503682,4037.970879,9710.879929,10110.45282,6926.613689,11517.4719,9069.278677,8253.416777,10333.837,8177.047965,5152.157476,8131.66442,10598.64794,6699.528805,9283.968703,10423.25595,7276.121366,3565.154941,10940.89114,11533.81295,7703.529065,7454.623035,12629.02601,9220.855601,6960.018031,5658.0721,10379.34932,8800.811187,8492.449189,5158.967754,11213.82863,5612.84521
mz2842,9016.309834,8049.632424,8164.94376,9775.795583,7415.761473,6228.912715,5385.472429,5948.699003,5717.770031,4862.173825,6089.008918,1712.365376,858.0552103,595.3948331,281.8784913,10571.94837,3794.857776,6093.674653,676.3294404,1251.657258,3882.979643,524.156824,4631.772184,2747.157279,2936.073794,7517.802299,2001.966066,3100.158709,4715.201852,3788.161037,5426.838235,3865.273545,11335.28609,4889.72474,5602.91048,3410.717331,1482.976411,1409.180736,17006.34325,13257.05509,2934.087218,717.2274592,1311.693194,252.5100279,0,0,0,3737.234933,3452.168169,2564.261897,218.6522316,0,1435.700267,0,260.0187844,357.0674784,515.5053178,2700.282367,1136.480826,443.5153999,734.3474086,644.4966124,3110.64895,372.2378335,1600.815006,4829.198425,2910.383069,114.4029495,945.0585749,297.6721794,880.6563458,47008.13338,18157.69515,5269.415023,19701.18263,4205.617973,3946.340858,2974.486291,1399.254439,29959.21257,18100.87419,9398.089648,879.0460399,8470.846748,2586.526186,7161.193364,19190.80608,8590.183917,4679.237999,11134.08124,15922.00765,19099.87728,28832.14304,23919.8143,21527.06217,10837.64786,19319.61711,17653.04448,7743.326339,6740.25911,74657.23541,20367.15832
mz2843,5051.285713,4873.671117,4522.985526,4537.040176,4735.374172,5206.47208,5437.643803,3295.269411,3663.252587,3041.11437,4570.961398,5501.017328,4537.796543,5819.211047,3431.118281,3911.783906,3980.155901,4836.999,5950.427529,4102.968889,5963.69003,3873.316859,4150.862539,4209.908775,4924.836299,4404.721691,3435.833762,5730.624674,2290.697877,3732.881627,3331.976489,4660.376059,6414.850884,2327.560461,3933.000949,4491.508184,1914.465517,3060.678188,4823.716825,2921.187428,3574.412822,5326.310323,3950.516584,6826.868079,4214.779731,3393.418155,4486.464261,2789.806645,3591.920634,6588.56915,7317.274701,5112.624492,6479.210275,8026.947319,2880.964637,3654.991934,9364.995087,4571.377061,3894.54077,4155.184443,4125.79187,6210.133474,5117.781917,5989.477646,9703.234278,6749.951738,4306.641309,5078.532041,4738.61821,3561.421578,2300.796083,3041.08324,3947.810823,3172.636648,5275.457227,6002.662273,3965.800994,3443.033843,4941.766523,4744.443363,3216.268315,2843.421627,5271.704305,4022.185672,5285.719606,3948.971294,5205.236613,5934.376029,7017.645359,4491.70251,5066.338291,8662.155548,6610.497826,3125.367562,4422.287741,2715.485156,2650.606289,4129.50523,2894.418976,5752.119461,3073.378622,5240.274853
