,QC_neg_1.mzdata,QC_neg_2.mzdata,QC_neg_3.mzdata,QC_neg_4.mzdata,QC_neg_5.mzdata,QC_neg_6.mzdata,QC_neg_7.mzdata,QC_neg_8.mzdata,QC_neg_9.mzdata,neg_1.mzdata,neg_2.mzdata,neg_3.mzdata,neg_4.mzdata,neg_5.mzdata,neg_6.mzdata,neg_7.mzdata,neg_8.mzdata,neg_9.mzdata,neg_10.mzdata,neg_11.mzdata,neg_12.mzdata,neg_13.mzdata,neg_14.mzdata,neg_15.mzdata,neg_16.mzdata,neg_17.mzdata,neg_18.mzdata,neg_19.mzdata,neg_20.mzdata,neg_21.mzdata,neg_22.mzdata,neg_23.mzdata,neg_24.mzdata,neg_25.mzdata,neg_26.mzdata,neg_27.mzdata,neg_28.mzdata,neg_29.mzdata,neg_30.mzdata,neg_31.mzdata,neg_32.mzdata,neg_33.mzdata,neg_34.mzdata,neg_35.mzdata,neg_36.mzdata,neg_37.mzdata,neg_38.mzdata,neg_39.mzdata,neg_40.mzdata,neg_41.mzdata,neg_42.mzdata,neg_43.mzdata,neg_44.mzdata,neg_45.mzdata,neg_46.2.mzdata,neg_47.mzdata,neg_48.mzdata,neg_49.mzdata,neg_50.mzdata,neg_51.mzdata,neg_52.mzdata,neg_53.mzdata,neg_54.mzdata,neg_55.mzdata,neg_56.mzdata,neg_57.mzdata,neg_58.mzdata,neg_59.mzdata,neg_60.mzdata,neg_61.mzdata,neg_62.mzdata,neg_63.mzdata,neg_64.mzdata,neg_65.mzdata,neg_66.mzdata,neg_67.mzdata,neg_68.mzdata,neg_69.mzdata,neg_70.mzdata,neg_71.mzdata,neg_72.mzdata,neg_73.mzdata,neg_74.mzdata,neg_75.mzdata,neg_76.mzdata,neg_77.mzdata,neg_78.mzdata,neg_79.mzdata,neg_80.mzdata,neg_81.mzdata,neg_82.mzdata,neg_83.mzdata,neg_84.mzdata,neg_85.mzdata,neg_86.mzdata,neg_87.mzdata,neg_88.mzdata,neg_89.mzdata,neg_90.mzdata,neg_91.mzdata,neg_92.mzdata,neg_93.mzdata 
mz645,62009.90995,72215.79581,79261.60807,81554.96963,84574.92086,86726.31923,103863.0121,103121.5825,107216.1749,110240.4248,155187.7823,103109.4466,135447.9181,71260.49417,90690.0048,91646.31071,105463.3837,139403.1954,121050.0081,63789.30177,133829.1702,64644.99416,92898.07424,133878.4427,113314.2953,121621.6683,128466.5412,42252.64253,154370.0972,56933.49585,71565.04424,143374.9363,139093.8938,81755.79439,77238.3014,73346.98278,29284.20451,74513.73375,72405.9183,102707.2364,85052.07293,109034.3281,134520.3323,90631.24357,97918.15437,84667.45611,74930.10654,69207.89039,111002.3517,118262.1365,105694.9085,26127.52717,172286.8322,50109.3863,54726.71551,111508.3303,134712.3359,144832.3897,119889.5334,31742.56031,138061.8121,47713.44802,80832.6881,108857.1387,125767.9856,164580.042,121931.5275,100814.5391,67106.17535,90013.61142,76779.37409,110680.5644,110935.9074,103609.6544,157933.8085,107431.076,133949.361,61021.46344,87906.88371,96191.86712,112450.7616,92846.91036,31316.24378,131737.0519,56283.98884,69367.09133,148413.2268,110942.7026,140770.9651,83534.67434,176839.2257,101434.436,91981.19485,137738.426,115362.3476,138783.0059,128716.0362,122965.9076,58000.84655,124026.0453,68346.08895,142757.2096
mz646,8451.950525,13122.16076,10040.48463,11319.82702,13009.21082,7857.012904,7444.991079,6446.674529,4501.692647,18907.93088,9399.45675,13630.0316,11893.66996,5510.391172,9599.79173,13417.04539,14061.20113,10099.31951,12363.00016,14620.71644,8108.657713,18077.79879,20931.51889,7624.919976,11205.21233,12311.41072,12837.61576,30221.96309,12691.7675,29891.73159,20335.51203,14413.60847,3679.251416,12852.31927,17817.55574,14178.68174,3080.9574,11467.53026,16262.69225,12461.93886,23950.13353,14458.87866,8511.855762,12046.00355,23313.40385,14814.97516,29714.6943,35441.21541,11932.77646,20287.78728,10727.33701,63766.63469,21784.78663,23553.45113,38477.88888,18272.15337,7150.155651,16814.16745,13019.05538,51324.26509,7411.518105,16795.56582,30979.3963,11862.24964,4664.233024,15951.82128,14699.42211,7465.541543,13672.57174,13312.08645,5000.975859,20942.20892,9644.034087,10443.26622,3829.398957,10546.73329,5205.626344,13082.21875,11158.80546,3308.122658,8295.450534,10537.79945,27320.86525,6986.158018,7782.958578,17344.34894,2806.97303,1404.283389,1746.780469,11644.74258,4882.923157,4094.114957,3451.528128,4475.437694,2697.016893,4343.510459,9909.512284,2960.749494,3687.519067,9596.979287,3525.539662,8767.42197
mz647,104554.8864,103733.3331,88993.92644,91489.54294,82658.93192,82788.13111,87821.72576,94010.93428,98182.7234,83023.8597,120810.0094,38470.4357,61042.84447,63072.43811,61952.46635,64124.4828,76142.67692,66220.51212,70809.26409,31357.47044,48381.14264,46744.15726,43642.28974,13725.70269,57696.88356,76477.61359,71430.53078,26291.35359,58081.84623,51322.21408,42392.24242,46745.38071,130806.6803,108808.547,52439.8521,265906.0663,358517.6473,192699.8705,41991.19613,142393.2969,90607.75547,81274.50668,97023.4748,66852.46232,184618.8163,86129.80797,42700.86294,59949.53881,94661.53956,100301.8471,89128.72021,29495.6507,66340.80459,49188.59111,92164.74099,54888.02633,67619.43423,142468.2169,91552.11749,39745.43135,105286.494,101152.8678,121808.3328,54273.01691,84127.13003,96428.89808,57413.33984,72032.49524,90615.96277,6255.166414,26133.63948,112183.5208,41950.43971,35435.24427,47315.08663,12816.83029,30218.0638,35505.22934,29058.13767,48837.07957,51851.9075,28620.46629,21639.67809,19398.01514,16184.35591,34936.995,51158.73361,55334.57378,74567.62954,14663.29039,54426.24376,55882.62659,48594.71802,67240.35014,68066.403,106199.8381,29498.60288,31170.35645,44875.26365,70310.59491,74245.09832,58668.80837
mz648,3126.026133,5486.17622,3103.891821,3436.338398,3360.563906,3204.615703,4883.290034,2544.4425,2605.661982,3177.388161,5423.259621,7081.959154,3447.512959,3626.335693,6855.856142,2690.006848,8088.94793,4612.679872,4902.796609,3336.591914,7666.103979,9535.513647,9752.654962,4662.049576,8043.031406,7720.73697,3476.547181,2818.402129,8106.889797,9288.340414,5531.45726,3426.689821,15989.18807,3139.568363,4683.893568,2261.837446,3457.785456,2351.298142,3820.066606,2125.441055,3809.120223,2246.802718,1794.265324,2852.001976,1595.17526,2140.796989,3267.648248,1983.531538,2691.50635,1800.275476,2111.393093,5571.707494,3313.158814,6229.563033,5319.185961,2136.698932,8704.289044,1987.124834,669.8312676,735.7415043,3596.855864,3361.01445,2980.703433,1609.414735,6713.503652,2160.065669,2616.299952,466.3277792,2521.340716,1345.565483,899.900815,6311.822214,6236.504078,2972.932236,4167.439901,6376.567559,4502.429569,4943.524336,8717.805104,3682.337319,3549.042246,8066.038244,5607.813532,9074.495473,11504.61611,5977.110996,15898.12695,2778.154688,3767.319994,5147.466416,1122.541628,3575.613457,6178.332117,11011.53431,10288.0086,2992.037754,5205.22884,10346.95688,6523.580951,3874.811082,9495.676556,8267.842702
mz649,44823.6228,41589.27469,50625.46277,49695.17344,50265.84,53367.15972,63251.97165,57073.4775,65163.14813,88693.90232,70165.85495,55005.71968,73580.71627,85425.24752,55196.27322,68940.69007,88405.58059,68745.16271,50958.32203,66583.19052,144534.2504,68111.23945,67271.73239,81232.57547,91550.90916,89711.00335,91538.35981,67739.63695,169804.9636,100116.2521,82683.28594,97750.06801,121238.4851,63920.04563,149705.0631,52914.75,121618.1392,51038.41103,85126.02043,115978.2516,92514.58266,38622.97406,39936.08437,57453.52477,28608.98396,78728.25188,38008.07203,71338.95628,51868.19996,55161.18048,35339.03297,27768.68605,124110.4898,39673.00568,42560.4818,53413.13227,45443.63906,43431.42935,46888.08563,40631.16494,94063.50844,43095.3153,40517.9175,36456.74906,58329.0267,93746.21014,93328.18406,50515.21157,77466.50082,65280.24797,82207.90622,47969.57625,44852.22547,37714.56609,45531.47686,51556.0077,39619.55953,58848.69791,34444.56462,49995.45421,41417.21197,36646.27688,29913.73437,68859.36885,38665.19602,41773.65075,50668.02199,43334.91234,38117.82375,62504.33055,102225.5658,59894.80471,43608.09392,48732.76406,57443.58851,50784.82928,86459.44359,50609.83172,81514.50322,56122.49789,33357.43629,82275.8168
mz650,5260.148497,7429.114759,6252.785073,8515.907587,5836.147893,3297.013125,4842.068583,4735.582775,4436.466868,6376.262715,7300.190214,2677.251017,6704.238706,4633.74064,9493.450254,6011.17239,3959.766461,7685.027726,18292.78184,10443.92968,2881.043893,2914.33058,15555.14941,11154.39759,3907.004386,6142.161879,12836.33282,17235.59499,4268.722523,6262.254237,9664.949913,11525.54807,7496.261888,6211.360441,4017.077236,9026.6804,18463.71643,6223.347634,5097.453913,4989.447336,11149.54994,4619.686064,5832.402922,3580.598727,3908.482588,13092.76244,8685.451124,2492.316969,2454.47829,5900.301526,8255.803181,8656.782496,5461.058644,7277.24522,18151.73361,9393.412981,3418.283374,13141.42083,10583.37984,10916.8531,7686.383078,7754.123688,4972.429107,5568.539033,6806.712948,6057.796337,3230.564595,2328.006564,11138.54548,8775.35094,2547.107077,2207.696286,7877.663859,7825.165476,5597.445928,3872.158732,5832.379381,7803.546922,12033.20595,4912.959747,3732.240056,2509.613262,7283.740235,6326.340795,4759.654919,11951.17007,5346.253514,9482.262451,11254.7116,9518.183155,4799.056449,6239.466553,12000.4679,11103.8167,5937.808338,10913.14266,6338.281085,4325.841126,3642.540403,4480.96138,3748.34456,4056.279489
mz651,80871.30903,107524.297,121650.039,133773.6003,140186.1911,126446.0805,88045.86727,86126.91696,91237.93155,72661.95251,102710.4271,101351.8399,148911.0701,146610.7523,81986.41026,123539.4767,194949.2728,100341.8249,129830.0354,141288.4945,130510.7033,204600.2373,105852.6113,170293.7347,128279.928,165478.0564,275415.583,79989.29299,170806.8866,250966.3405,128889.4228,151699.1727,140945.863,91622.86283,243129.7335,151738.6352,291782.4644,114921.3767,185105.0007,218355.1034,178389.8679,60404.26296,79383.02521,159246.6455,232795.7515,221097.09,154731.1561,201257.3245,202810.1961,75330.34589,89787.99756,103495.2711,128573.565,128447.862,119999.523,117351.2223,138042.5153,151470.8736,92331.06735,151037.5802,215481.5612,199605.5302,164972.2993,181433.6976,91422.05109,104492.3164,208093.5941,272540.6545,311018.2958,236986.1608,465539.6756,116927.0713,71232.12871,55496.46127,44566.84192,93313.94483,66059.37445,39712.60576,54133.8617,38041.62001,107786.6982,131989.0364,68184.34749,108783.9827,191444.5459,67753.36994,66629.68741,64339.14715,134601.6466,72303.16437,91499.16547,124699.7222,50216.13544,141477.7508,113887.069,102844.0503,174384.9852,109356.8783,243168.4961,47795.87374,127039.9805,94501.12555
mz652,2460.492009,5754.414659,4579.989938,5280.464387,5564.576244,5520.524629,3249.543908,2472.561162,2892.403457,3338.720837,3731.168789,2272.975724,5942.016759,5911.688255,6209.839946,3507.756185,6889.093032,6731.174277,6444.275688,4638.764581,4536.076113,4544.888917,2203.720137,3914.398975,6104.142936,12376.19841,2225.480557,2963.589734,7099.525563,3687.388532,2909.12053,3738.268375,3543.049778,2591.911663,7276.864551,1064.691094,3018.444347,682.1744612,2499.668789,3104.168942,3651.069195,2618.469843,6184.901161,11946.65896,2807.665336,2768.281721,3763.404557,3871.900988,5332.666421,2544.555234,4986.666938,6300.10006,9399.529199,1933.514157,1383.744041,24147.69384,9212.145219,18829.56519,5686.62202,3919.308959,2737.361837,3091.896962,4153.485133,16801.01519,7114.773977,2751.105869,7198.05745,12410.269,4366.680762,4063.772428,18132.53429,2749.472619,3194.058071,5654.22917,17952.449,3088.458867,14544.24375,12451.40397,9489.699108,7343.562656,13521.06134,7241.813568,4333.992594,3899.450449,8081.150962,5267.46803,9427.349913,11418.9734,5012.847832,4640.722757,14033.54931,7560.59782,4293.115583,5153.903616,6058.654522,2402.631434,4537.141178,9779.444659,8338.957323,2943.126536,2583.011594,5586.719627
mz653,21621.13333,21641.27724,25952.77124,26671.17366,30738.23756,30798.32296,35862.42994,37842.82496,41162.60481,27754.13348,28026.69405,37506.00953,25942.59842,53412.496,37504.90762,48162.73633,25789.54522,29935.54724,31978.36151,19514.19354,34757.95243,22252.61464,39291.51637,31893.78608,31674.68225,19293.8644,24753.01357,35570.94751,34445.01428,18972.83238,37384.26481,45503.2928,39591.53608,33980.57576,27725.81143,25473.90029,21971.14592,27277.23624,43206.56358,27027.10373,20583.81177,44620.08428,32999.90084,46666.26328,19537.75421,54408.94237,32152.17039,31477.35991,35249.82542,38407.21388,44723.75718,31574.75192,38234.99118,28324.60272,42028.83115,46131.32182,37631.28144,27882.8986,52587.24402,30110.9379,44866.3305,27392.54339,49119.31734,38022.91827,43122.16974,39506.65863,31492.67513,24537.25575,34663.39257,18488.86505,24093.89911,16409.12752,32695.60117,25633.34734,39311.63121,42709.27662,32407.12305,25402.00849,39600.4686,61628.88604,34580.55397,18635.00944,32412.56744,38125.75081,30663.62674,31155.15691,42509.06966,31271.61038,46124.73213,39644.09614,47652.82594,40028.65292,47172.28095,33800.96053,36114.81019,32849.28561,22133.84548,32771.17253,25428.61892,45709.87822,44983.62005,37320.76947
mz654,49416.76712,58256.88213,43747.79851,18285.37285,33105.36464,16638.99094,11718.76316,16288.55122,5661.121285,60122.26659,13652.05374,24748.38052,32870.74741,26085.49545,6418.594881,42935.63483,19862.38811,24414.37406,18896.91876,44712.24021,75018.11943,28427.79896,52092.591,32202.18099,15181.76836,29815.77302,45430.78277,54216.53385,33614.56392,61948.42614,62173.46179,21841.00746,28975.52314,20084.7985,25646.01587,57029.1202,67445.35236,25088.85021,41411.80077,13097.42544,25375.70216,29363.6875,39776.76022,66244.77856,22287.7399,50509.21367,16354.79319,44579.01332,39307.92167,32672.00573,25643.47085,26936.05348,19350.34876,8102.80143,13161.8217,35660.67809,14811.19852,12572.91632,32141.41836,15115.55745,35759.97675,26506.42271,37092.24997,33540.52497,17606.21861,42226.67936,18193.42249,32921.0397,15507.55147,74557.09738,82277.65865,57715.53369,26731.04156,73523.72141,61874.80158,47233.39757,9220.310039,73503.93864,46590.87621,48251.8099,28849.72324,58913.2096,89044.1177,42254.22317,55643.52465,14135.31445,25633.68853,26619.94529,27949.2862,47762.6006,36161.40962,70823.46143,54603.92632,44840.74786,28118.48662,33332.29886,20041.64181,43386.55062,57144.17334,20768.53945,23897.27165,33112.75164
mz655,54035.23543,51353.42833,47677.27803,41478.33262,36287.84594,31028.74222,37339.421,41360.44734,43572.42926,64212.03482,38572.08272,41512.73109,25320.50761,21563.86085,34007.55938,44912.36357,60632.26541,57400.45188,26208.63176,31225.78221,46040.77917,18049.0282,34609.39734,37466.51414,52047.96689,32441.92288,30432.13819,30092.44172,59525.39016,46211.94203,30409.84148,35584.88461,75673.0418,44754.49219,36460.73873,38380.37754,34960.5082,39874.48595,33384.2885,55657.31616,49145.78216,50482.56516,42032.71749,51061.05141,15978.64551,22911.09727,11739.04559,19251.49136,55380.22863,69853.87227,35159.24367,16564.70237,58632.87119,12515.61599,14796.98883,45183.22049,55476.31992,36739.59982,34019.03757,30909.11622,49643.63074,31687.42089,49169.65055,46530.55522,75513.50155,43407.76317,49362.55574,32761.19304,29040.47008,54487.00383,46667.58226,33384.32309,49958.83151,22732.38984,31358.08455,26008.93151,30515.2657,21838.45063,22554.17107,36531.75565,37126.67961,20523.23241,18637.36201,33975.48515,13749.97805,21762.53471,46213.53048,15136.84852,7350.396592,28472.76582,44755.83246,33911.01436,28720.07196,32707.65943,25804.92516,33707.82042,24353.14669,31765.4291,23326.85425,31843.12672,24142.175,26641.57325
mz656,6558.169254,8830.132136,8449.091058,9066.712823,8348.723574,7068.350215,7336.560032,9524.692512,2840.095604,7418.499782,10058.10361,4456.593614,20334.97432,7798.903035,16439.81644,8677.993247,15860.01038,12054.11662,10443.89766,4058.987637,9162.797898,12917.78953,5500.475075,7705.561157,14054.20796,9548.8363,4993.0695,5892.463496,9099.112064,6328.999985,3804.5539,8740.767308,14785.34797,6057.417505,5437.612555,27409.2176,15895.89166,18384.40811,4694.488359,13844.95884,13558.01552,13661.63015,11335.24937,9312.08149,29687.95603,14594.25701,23837.0232,3380.613208,21320.94781,7089.010175,17961.37969,7912.341736,4967.99961,14648.12207,7283.490169,10079.97039,19182.15239,11244.22922,6382.510078,7544.632042,7165.417997,11789.3372,4489.935766,7990.560203,12443.3358,9777.036089,11374.86105,24942.46636,11147.99309,17681.60329,5881.130717,6932.098242,6841.529146,3952.270966,5313.713052,5986.257014,14669.7476,1272.374089,16695.63109,4970.960903,13881.00517,13411.49528,4148.392108,11885.19915,12559.657,3616.412294,8654.339731,6478.401751,8135.553899,5864.826441,4973.315246,5548.064089,3538.654655,7165.271719,8875.358918,9127.980749,1038.43654,9380.397219,3866.846191,12711.31645,5704.203534,7688.673105
mz657,13865.56984,13326.63681,16258.20661,15327.78256,11782.26384,11955.48394,10179.90847,10027.47715,9600.500772,11513.74572,11470.81538,14449.08563,12776.40528,13502.60921,14334.81811,11977.64308,17703.94183,13518.68797,10922.23212,10024.42696,14984.65506,11871.76494,11138.91069,11461.37877,9860.691222,13064.76473,12091.97865,6910.686807,14967.77936,12450.43585,7004.763441,11770.61243,12581.6225,14138.18156,11920.26104,7338.200442,13006.16723,12104.58807,10875.07775,15993.56769,11012.31866,11364.46262,10346.26335,11831.60663,11708.54325,12088.9125,13411.9362,10027.3957,14444.31236,9539.334313,9201.015816,7783.928535,11671.19634,10077.42108,7613.135413,9475.861084,10993.23878,9639.067148,6940.200097,6668.993889,12132.2249,10388.66729,6994.776016,3820.690276,9464.772832,11873.66719,14047.55394,9621.863518,13669.39022,12501.55971,13514.36017,11443.38071,8817.412602,13667.2218,9876.695303,12327.50336,10006.74358,14402.7087,11378.63722,9669.566784,15054.63686,11848.24205,8909.372925,11996.99537,13375.68087,9172.505284,11866.314,7228.213274,6964.500551,7709.636792,15117.85774,6566.556645,6438.754323,12960.06109,11013.66142,13653.96848,17161.1312,10474.54538,15574.7545,11475.21255,10474.82681,11987.39103
mz658,41963.97428,43854.58132,45331.23177,45849.57991,32755.70626,36009.34614,39842.74099,41127.92722,26730.10547,50415.31253,68115.20235,54817.64617,51960.2536,44026.70891,37805.27977,45984.75837,49494.02264,59998.45209,41101.44413,24178.221,40012.38328,37330.13401,51772.08363,49218.17557,34169.22005,64677.29386,43089.86556,22358.34202,70807.23127,37534.75997,38817.76405,41115.70254,47020.44622,32602.91216,40820.0716,32409.60373,19333.35229,22095.76722,45280.30853,57920.93399,35307.65918,42126.06914,69212.74863,42699.11719,36869.23604,51934.25489,36660.43193,59421.60647,52594.38655,60344.46004,43668.14133,22171.06929,66787.03537,31242.12307,35012.1014,41474.23828,53060.86656,66639.63943,39523.23672,16831.50416,51846.19594,26416.20758,48867.81379,37850.76338,45089.83837,51700.17567,52826.94715,42182.66019,41728.21927,35453.81692,49217.67246,62417.06881,56752.53811,58374.106,74694.10243,65705.34991,54193.04586,54543.00152,43709.79946,50695.91576,50435.84487,44935.86473,14840.10162,55420.21002,35958.06108,38941.44249,49474.4737,44096.21274,29745.83388,35608.51348,64377.45579,40340.99446,40243.26791,32907.22245,40539.14668,35595.14694,54864.15278,44422.79049,38154.40193,31514.54981,34919.35431,49653.92414
mz659,13443.17061,18557.7181,16887.96465,15256.81834,16766.14339,17345.20553,14250.20738,14219.77954,12132.6292,15302.05301,19101.45373,13096.05082,17902.0072,17826.20593,17070.57994,22286.13186,16998.44779,9746.681514,17335.55137,17561.53175,11627.17816,16089.5848,11662.89463,17110.58697,14355.58564,21760.51934,14862.47228,15685.16089,16282.08722,17041.66687,16311.7918,16703.57301,11075.02042,16151.66566,14343.84988,7562.241716,6332.856773,11168.5745,21372.7716,14050.75866,17004.65282,7286.181182,14847.34969,10052.03404,18166.87834,11175.14834,16570.40297,16951.07774,14665.71917,16272.69915,13103.34387,11882.99333,12136.67215,14871.99824,8510.388633,16044.86262,16689.73717,11034.76804,12703.31289,11421.44865,11314.49543,15583.04293,11535.9411,13668.00645,14174.9245,16130.89204,15716.25378,16881.95841,16554.28165,14306.3106,17628.42283,10236.99781,12524.74841,13668.95045,10954.48488,13039.59976,16393.87492,15931.2615,14714.0564,14247.62355,14565.11496,15457.93088,12190.19558,14277.37721,9715.136953,8313.382148,14236.59448,8227.460479,9084.904317,13939.16031,10026.64013,12010.47062,12480.87155,9628.029337,10304.79712,16758.32447,9451.343613,13816.62965,17746.19186,10762.03534,11573.31507,12628.8658
mz660,21010.15793,21406.30191,21548.84186,20472.37945,22415.5089,20142.15539,24219.93812,22376.20223,22874.71092,22702.94329,20854.2635,34562.17038,24676.53145,20478.76377,31799.92033,15557.80247,11886.57428,29145.9737,32879.14926,21300.83455,63179.05716,24128.8548,13471.70618,25800.2491,10545.72349,27879.83713,49575.66824,12653.46187,62585.86818,30600.94432,9570.344239,23264.0953,53101.06101,17445.67384,30431.39842,74131.43538,17863.73978,34118.76642,13641.98253,17453.045,22008.04,17349.33673,69014.54813,140083.8536,53288.96345,28557.44523,32843.00672,14327.67295,29566.57617,64475.84461,104742.1062,9746.53099,157016.0725,17312.65075,18040.5249,17240.34217,17286.82633,54845.18866,21045.81161,13663.70801,47171.09543,44389.1935,26332.9269,17474.96402,33467.85796,66150.74392,52762.29953,45462.30472,21670.58465,50388.77572,30167.23873,21357.54873,24641.67645,12081.29167,27120.80842,21321.94617,18971.25504,20889.71412,27730.29882,8522.595293,7804.524735,14357.1422,8574.878379,37486.60654,20467.65286,8280.774783,29679.89046,19096.55192,48363.16047,16431.4009,61714.65548,26521.66793,9004.015371,75305.66042,41672.35401,28015.1153,68639.19879,18894.45733,24237.71811,103352.8338,14593.77726,25969.36654
